LAT,LON,YEAR,MO,DY,WS2M,T2M,RH2M,PS,T2MDEW,PRECTOTCORR
28.25,75.25,2024,5,4,2.62,33.46,17.84,96.96,4.52,0
28.25,75.75,2024,5,4,2.33,33.54,17.8,96.92,4.26,0
28.25,76.25,2024,5,4,1.95,33.73,17.5,97.23,3.99,0
28.25,76.75,2024,5,4,1.78,33.7,16.95,97.6,3.59,0
28.25,77.25,2024,5,4,1.94,33.79,15.95,97.96,2.96,0
28.25,77.75,2024,5,4,2.31,33.83,15.15,98.16,2.5,0
28.25,78.25,2024,5,4,2.76,33.81,14.67,98.21,2.26,0
28.25,78.75,2024,5,4,3.16,33.78,14.09,98.31,1.93,0
28.25,79.25,2024,5,4,3.39,33.86,13.92,98.37,1.97,0
28.25,79.75,2024,5,4,3.24,33.74,13.86,98.34,1.91,0
28.25,80.25,2024,5,4,2.78,33.54,13.58,98.26,1.54,0
28.25,80.75,2024,5,4,2.18,33.17,13.34,97.99,1.07,0
28.75,73.25,2024,5,4,2.42,32.89,19.48,98.41,5.41,0
28.75,73.75,2024,5,4,2.49,33.12,18.78,98.13,5.22,0
28.75,74.25,2024,5,4,2.54,33.18,18.88,97.95,5.25,0
28.75,74.75,2024,5,4,2.43,33.19,19.13,97.8,5.32,0
28.75,75.25,2024,5,4,2.18,33.23,19.18,97.71,5.24,0
28.75,75.75,2024,5,4,1.88,33.33,18.87,97.7,4.97,0
28.75,76.25,2024,5,4,1.67,33.44,18.22,97.78,4.51,0
28.75,76.75,2024,5,4,1.9,33.53,17.47,97.83,4.08,0
28.75,77.25,2024,5,4,2.31,33.78,16.68,97.91,3.72,0
28.75,77.75,2024,5,4,2.73,34.03,16.07,97.96,3.5,0
28.75,78.25,2024,5,4,3.11,34.17,15.58,97.97,3.3,0
28.75,78.75,2024,5,4,3.44,34.21,14.88,97.95,2.85,0
28.75,79.25,2024,5,4,3.47,34.04,14.65,97.54,2.67,0
28.75,79.75,2024,5,4,3.09,33.6,14.69,96.91,2.51,0
28.75,80.25,2024,5,4,2.37,32.54,15.01,95.68,2.04,0
28.75,80.75,2024,5,4,1.69,30.91,15.77,93.81,1.38,0
29.25,73.25,2024,5,4,2.44,32.45,21.66,98.59,6.19,0
29.25,73.75,2024,5,4,2.31,32.6,20.56,98.36,5.82,0
29.25,74.25,2024,5,4,2.32,32.69,20.41,98.24,5.81,0
29.25,74.75,2024,5,4,2.24,32.8,20.23,98.13,5.76,0
29.25,75.25,2024,5,4,2.08,32.93,19.9,98.04,5.61,0
29.25,75.75,2024,5,4,1.94,33.05,19.44,97.96,5.37,0
29.25,76.25,2024,5,4,1.98,33.17,18.97,97.88,5.1,0
29.25,76.75,2024,5,4,2.45,33.47,18.19,97.81,4.77,0
29.25,77.25,2024,5,4,2.9,33.84,17.55,97.74,4.52,0
29.25,77.75,2024,5,4,3.22,34.08,17.24,97.65,4.48,0
29.25,78.25,2024,5,4,3.39,34.01,17.15,97.28,4.43,0
29.25,78.75,2024,5,4,3.4,33.48,16.88,96.17,3.85,0
29.25,79.25,2024,5,4,3.15,31.5,18.08,93.41,3.24,0
29.25,79.75,2024,5,4,2.85,30.01,18.58,91.09,2.62,0
29.25,80.25,2024,5,4,2.35,28.09,19.67,88.57,1.99,0
29.25,80.75,2024,5,4,1.87,25.23,22.29,85.4,1.3,0
29.75,73.25,2024,5,4,2.53,32.27,24.17,98.67,7.54,0
29.75,73.75,2024,5,4,2.34,32.32,22.34,98.49,6.81,0
29.75,74.25,2024,5,4,2.32,32.39,21.84,98.35,6.65,0
29.75,74.75,2024,5,4,2.31,32.48,21.57,98.21,6.6,0
29.75,75.25,2024,5,4,2.33,32.6,21.26,98.06,6.53,0
29.75,75.75,2024,5,4,2.44,32.74,20.81,97.92,6.39,0
29.75,76.25,2024,5,4,2.76,32.92,20.31,97.79,6.17,0
29.75,76.75,2024,5,4,3.23,33.33,19.44,97.62,5.77,0
29.75,77.25,2024,5,4,3.42,33.61,19.18,97.34,5.63,0
29.75,77.75,2024,5,4,3.41,33.48,19.24,96.59,5.52,0
29.75,78.25,2024,5,4,3.27,32.41,19.96,94.73,5.2,0
29.75,78.75,2024,5,4,3.1,29.71,22.31,90.84,4.46,0
29.75,79.25,2024,5,4,2.83,26.06,24.81,86.16,3.08,0
29.75,79.75,2024,5,4,2.61,23.43,25.87,82.59,1.7,0
29.75,80.25,2024,5,4,2.44,20.04,29.67,78.73,0.55,0
29.75,80.75,2024,5,4,2.39,15.22,38.33,73.87,-0.44,0
30.25,73.25,2024,5,4,2.52,32.08,27.05,98.67,9.36,0
30.25,73.75,2024,5,4,2.46,32.1,24.75,98.51,8.38,0
30.25,74.25,2024,5,4,2.51,32.07,24.32,98.37,8.21,0
30.25,74.75,2024,5,4,2.61,32.02,24.18,98.21,8.15,0
30.25,75.25,2024,5,4,2.79,32.01,23.83,98.03,8,0
30.25,75.75,2024,5,4,3.08,32.11,23.21,97.84,7.71,0
30.25,76.25,2024,5,4,3.49,32.31,22.69,97.66,7.43,0
30.25,76.75,2024,5,4,3.74,32.44,22.11,96.79,6.98,0
30.25,77.25,2024,5,4,3.51,31.6,23.69,95.12,6.9,0
30.25,77.75,2024,5,4,3.12,30.03,25.53,92.45,6.48,0
30.25,78.25,2024,5,4,2.8,27.48,27.43,88.5,5.39,0
30.25,78.75,2024,5,4,2.7,23.24,30.91,82.85,3.68,0
30.25,79.25,2024,5,4,2.66,18.18,35.63,77.02,1.27,0
30.25,79.75,2024,5,4,2.7,12.77,45.1,71.26,-0.97,0
30.25,80.25,2024,5,4,2.97,7.91,53.64,66.18,-2.81,0
30.25,80.75,2024,5,4,3.42,3.91,60.34,61.96,-4.19,0
30.75,73.25,2024,5,4,2.39,31.41,30.21,98.62,10.75,0
30.75,73.75,2024,5,4,2.5,31.54,27.91,98.48,9.87,0
30.75,74.25,2024,5,4,2.67,31.34,27.96,98.36,9.79,0
30.75,74.75,2024,5,4,2.84,31.14,27.93,98.21,9.67,0
30.75,75.25,2024,5,4,3.06,31.01,27.48,98.01,9.35,0
30.75,75.75,2024,5,4,3.32,30.98,26.88,97.73,8.97,0
30.75,76.25,2024,5,4,3.56,31.05,27,97.27,8.9,0
30.75,76.75,2024,5,4,3.38,29.47,28.85,94.07,8.31,0
30.75,77.25,2024,5,4,3,26.16,33.92,89.07,7.42,0
30.75,77.75,2024,5,4,2.59,22.6,38.8,83.97,6.14,0
30.75,78.25,2024,5,4,2.36,18.44,43.61,78.56,4,0
30.75,78.75,2024,5,4,2.52,11.57,52.03,70.71,0.11,0
30.75,79.25,2024,5,4,3.02,6.24,57.31,64.66,-3.05,0
30.75,79.75,2024,5,4,3.38,2.29,63.82,60.26,-5.06,0
30.75,80.25,2024,5,4,3.88,0.21,66.72,57.72,-6.38,0
30.75,80.75,2024,5,4,4.56,-0.45,65.68,56.58,-7.26,0
26.25,73.25,2024,5,5,3.28,33.28,24.12,97.48,9.24,0
26.25,73.75,2024,5,5,3.53,32.99,24.62,96.84,9.12,0
26.25,74.25,2024,5,5,3.91,32.64,25.32,95.92,9.04,0
26.25,74.75,2024,5,5,4.1,33.04,24.88,95.84,8.99,0
26.25,75.25,2024,5,5,4.09,33.72,24.17,96.21,9.04,0
26.25,75.75,2024,5,5,3.91,34.34,23.65,96.7,9.15,0
26.25,76.25,2024,5,5,3.7,34.69,23.38,97.01,9.23,0
26.25,76.75,2024,5,5,3.55,34.8,23.15,97.01,9.19,0
26.25,77.25,2024,5,5,3.49,34.93,22.49,97.06,8.98,0
26.25,77.75,2024,5,5,3.4,35.13,21.18,97.31,8.43,0
26.25,78.25,2024,5,5,3.22,35.38,19.4,97.73,7.63,0
26.25,78.75,2024,5,5,3.05,35.58,17.75,98.18,6.9,0
26.25,79.25,2024,5,5,2.98,35.66,16.88,98.38,6.44,0
26.25,79.75,2024,5,5,2.98,35.61,16.54,98.52,6.13,0
26.25,80.25,2024,5,5,2.98,35.48,16.33,98.6,5.81,0
26.25,80.75,2024,5,5,2.96,35.32,15.98,98.67,5.34,0
26.75,73.25,2024,5,5,2.85,33.2,23.88,97.1,9.06,0
26.75,73.75,2024,5,5,2.91,33.15,23.28,96.79,8.59,0
26.75,74.25,2024,5,5,3.16,32.96,23.61,96.26,8.45,0
26.75,74.75,2024,5,5,3.45,33.08,23.5,95.91,8.36,0
26.75,75.25,2024,5,5,3.6,33.51,23.19,95.89,8.4,0
26.75,75.75,2024,5,5,3.59,34.11,22.84,96.15,8.58,0
26.75,76.25,2024,5,5,3.54,34.64,22.56,96.47,8.79,0
26.75,76.75,2024,5,5,3.44,35.19,22.01,96.96,8.88,0
26.75,77.25,2024,5,5,3.32,35.58,21.28,97.45,8.75,0
26.75,77.75,2024,5,5,3.17,35.8,20.14,97.85,8.22,0
26.75,78.25,2024,5,5,3.03,35.84,18.61,98.13,7.31,0
26.75,78.75,2024,5,5,2.94,35.76,16.94,98.28,6.28,0
26.75,79.25,2024,5,5,2.9,35.67,15.99,98.36,5.61,0
26.75,79.75,2024,5,5,2.89,35.53,15.52,98.44,5.14,0
26.75,80.25,2024,5,5,2.85,35.37,15.2,98.51,4.74,0
26.75,80.75,2024,5,5,2.75,35.2,14.83,98.58,4.26,0
27.25,73.25,2024,5,5,2.83,32.92,24.65,97,9.29,0
27.25,73.75,2024,5,5,2.82,32.96,23.5,96.8,8.7,0
27.25,74.25,2024,5,5,2.76,32.92,23,96.47,8.31,0
27.25,74.75,2024,5,5,2.83,32.9,22.8,95.99,8.09,0
27.25,75.25,2024,5,5,2.94,33.09,22.56,95.58,7.99,0
27.25,75.75,2024,5,5,3.03,33.55,22.21,95.47,8.04,0
27.25,76.25,2024,5,5,3.13,34.26,21.91,95.8,8.33,0
27.25,76.75,2024,5,5,3.07,35.25,21.06,96.92,8.55,0
27.25,77.25,2024,5,5,2.94,35.68,20.24,97.6,8.34,0
27.25,77.75,2024,5,5,2.83,35.77,19.14,97.95,7.63,0
27.25,78.25,2024,5,5,2.77,35.66,17.71,98.1,6.52,0
27.25,78.75,2024,5,5,2.73,35.41,16.16,98.17,5.26,0
27.25,79.25,2024,5,5,2.72,35.27,15.18,98.26,4.4,0
27.25,79.75,2024,5,5,2.64,35.15,14.6,98.35,3.81,0
27.25,80.25,2024,5,5,2.5,35.02,14.12,98.42,3.28,0
27.25,80.75,2024,5,5,2.31,34.84,13.71,98.5,2.74,0
27.75,73.25,2024,5,5,2.91,32.85,25.37,97.35,9.6,0
27.75,73.75,2024,5,5,2.91,32.79,24.47,97.09,9.11,0
27.75,74.25,2024,5,5,2.75,32.7,23.92,96.77,8.74,0
27.75,74.75,2024,5,5,2.62,32.65,23.52,96.31,8.48,0
27.75,75.25,2024,5,5,2.58,32.74,23.08,95.86,8.29,0
27.75,75.75,2024,5,5,2.64,33.08,22.56,95.66,8.2,0
27.75,76.25,2024,5,5,2.77,33.8,22.03,96.02,8.37,0
27.75,76.75,2024,5,5,2.78,34.68,21.01,96.99,8.33,0
27.75,77.25,2024,5,5,2.65,35.17,19.68,97.63,7.78,0
27.75,77.75,2024,5,5,2.53,35.26,18.13,97.91,6.71,0
27.75,78.25,2024,5,5,2.47,35.07,16.53,97.97,5.31,0
27.75,78.75,2024,5,5,2.44,34.82,15.16,98.05,3.92,0
27.75,79.25,2024,5,5,2.41,34.72,14.36,98.16,3.07,0
27.75,79.75,2024,5,5,2.31,34.65,13.89,98.23,2.52,0
27.75,80.25,2024,5,5,2.17,34.54,13.66,98.3,2.15,0
27.75,80.75,2024,5,5,2.03,34.39,13.58,98.36,1.93,0
28.25,73.25,2024,5,5,3.02,33.07,25.79,97.88,9.95,0
28.25,73.75,2024,5,5,3,32.89,25.47,97.56,9.65,0
28.25,74.25,2024,5,5,2.9,32.7,25.34,97.25,9.47,0
28.25,74.75,2024,5,5,2.78,32.61,25.22,96.96,9.37,0
28.25,75.25,2024,5,5,2.69,32.69,24.89,96.72,9.26,0
28.25,75.75,2024,5,5,2.66,32.99,24.23,96.65,9.1,0
28.25,76.25,2024,5,5,2.71,33.59,23.16,96.94,8.88,0
28.25,76.75,2024,5,5,2.75,34.13,21.86,97.27,8.41,0
28.25,77.25,2024,5,5,2.65,34.54,20.44,97.6,7.7,0
28.25,77.75,2024,5,5,2.5,34.8,18.64,97.77,6.62,0
28.25,78.25,2024,5,5,2.36,34.87,16.59,97.81,5.18,0
28.25,78.75,2024,5,5,2.32,34.68,14.81,97.91,3.51,0
28.25,79.25,2024,5,5,2.25,34.51,14.24,97.99,2.74,0
28.25,79.75,2024,5,5,2.16,34.34,14.19,97.99,2.44,0
28.25,80.25,2024,5,5,2.06,34.22,14.4,97.92,2.46,0
28.25,80.75,2024,5,5,1.97,34.12,14.74,97.66,2.66,0
28.75,73.25,2024,5,5,3.03,33.24,25.94,98.27,10.12,0
28.75,73.75,2024,5,5,3.09,33.07,26.09,97.97,10.1,0
28.75,74.25,2024,5,5,3.08,32.93,26.14,97.77,10.03,0
28.75,74.75,2024,5,5,3.06,32.86,26.14,97.59,9.96,0
28.75,75.25,2024,5,5,3.05,32.94,25.81,97.47,9.83,0
28.75,75.75,2024,5,5,3.06,33.19,25.04,97.43,9.55,0
28.75,76.25,2024,5,5,3.09,33.59,23.81,97.48,9.11,0
28.75,76.75,2024,5,5,3.1,33.94,22.56,97.49,8.55,0
28.75,77.25,2024,5,5,3.01,34.23,21.46,97.54,7.96,0
28.75,77.75,2024,5,5,2.83,34.53,20.23,97.58,7.29,0
28.75,78.25,2024,5,5,2.61,34.79,18.73,97.59,6.4,0
28.75,78.75,2024,5,5,2.49,34.83,17,97.57,5.17,0
28.75,79.25,2024,5,5,2.42,34.53,16.25,97.19,4.37,0
28.75,79.75,2024,5,5,2.35,34.01,16.32,96.59,4.07,0
28.75,80.25,2024,5,5,2.08,33.05,16.99,95.38,3.86,0
28.75,80.75,2024,5,5,1.78,31.69,18.06,93.52,3.58,0
29.25,73.25,2024,5,5,2.89,33.19,26.17,98.42,10.14,0
29.25,73.75,2024,5,5,3.09,33.11,26.34,98.19,10.24,0
29.25,74.25,2024,5,5,3.22,33.09,26.17,98.04,10.13,0
29.25,74.75,2024,5,5,3.31,33.1,25.9,97.91,9.95,0
29.25,75.25,2024,5,5,3.4,33.18,25.5,97.78,9.73,0
29.25,75.75,2024,5,5,3.5,33.33,24.92,97.66,9.45,0
29.25,76.25,2024,5,5,3.61,33.54,24.12,97.56,9.1,0
29.25,76.75,2024,5,5,3.64,33.82,22.85,97.47,8.56,0
29.25,77.25,2024,5,5,3.51,34.1,21.56,97.39,7.92,0
29.25,77.75,2024,5,5,3.28,34.32,20.57,97.28,7.39,0
29.25,78.25,2024,5,5,2.99,34.34,19.95,96.92,6.95,0
29.25,78.75,2024,5,5,2.76,33.94,19.5,95.83,6.33,0
29.25,79.25,2024,5,5,2.67,32.04,20.18,93.09,5.27,0
29.25,79.75,2024,5,5,2.66,30.42,21.02,90.81,4.55,0
29.25,80.25,2024,5,5,2.38,28.46,22.42,88.3,3.89,0
29.25,80.75,2024,5,5,1.98,25.74,24.98,85.14,3.11,0
29.75,73.25,2024,5,5,2.79,32.96,26.86,98.47,10.24,0
29.75,73.75,2024,5,5,3.05,32.92,26.91,98.28,10.3,0
29.75,74.25,2024,5,5,3.25,32.94,26.53,98.12,10.12,0
29.75,74.75,2024,5,5,3.4,32.94,26.32,97.95,9.93,0
29.75,75.25,2024,5,5,3.55,32.97,26.14,97.78,9.73,0
29.75,75.75,2024,5,5,3.72,33.05,25.79,97.62,9.49,0
29.75,76.25,2024,5,5,3.91,33.19,25.06,97.46,9.16,0
29.75,76.75,2024,5,5,3.94,33.61,22.91,97.28,8.4,0
29.75,77.25,2024,5,5,3.77,33.83,21.36,96.99,7.66,0
29.75,77.75,2024,5,5,3.45,33.69,20.46,96.24,6.99,0
29.75,78.25,2024,5,5,3.1,32.66,20.81,94.39,6.36,0
29.75,78.75,2024,5,5,2.87,29.9,23.53,90.53,5.64,0
29.75,79.25,2024,5,5,2.76,26.4,25.88,85.89,4.07,0
29.75,79.75,2024,5,5,2.68,23.6,28.25,82.34,2.85,0
29.75,80.25,2024,5,5,2.51,20.14,33.39,78.5,1.79,0
29.75,80.75,2024,5,5,2.33,15.45,42.28,73.65,0.61,0
30.25,73.25,2024,5,5,2.78,32.51,28.34,98.44,10.53,0
30.25,73.75,2024,5,5,3.03,32.46,28.34,98.28,10.55,0
30.25,74.25,2024,5,5,3.23,32.45,28.12,98.11,10.42,0
30.25,74.75,2024,5,5,3.4,32.38,28.16,97.92,10.28,0
30.25,75.25,2024,5,5,3.55,32.34,28.09,97.72,10.08,0
30.25,75.75,2024,5,5,3.68,32.41,27.56,97.51,9.77,0
30.25,76.25,2024,5,5,3.8,32.63,26.19,97.31,9.26,0
30.25,76.75,2024,5,5,3.75,32.76,23.71,96.45,8.25,0
30.25,77.25,2024,5,5,3.51,31.89,23.71,94.78,7.48,0
30.25,77.75,2024,5,5,3.14,30.25,24.89,92.13,6.67,0
30.25,78.25,2024,5,5,2.78,27.61,26.99,88.21,5.52,0
30.25,78.75,2024,5,5,2.62,23.21,30.81,82.59,3.73,0
30.25,79.25,2024,5,5,2.52,18.18,36.56,76.8,1.51,0
30.25,79.75,2024,5,5,2.42,12.75,46.32,71.06,-0.75,0
30.25,80.25,2024,5,5,2.45,7.96,54.84,65.99,-2.75,0
30.25,80.75,2024,5,5,2.63,4.17,61.14,61.79,-4.35,0
30.75,73.25,2024,5,5,2.78,31.8,30.96,98.35,11.14,0
30.75,73.75,2024,5,5,3.04,31.72,31.16,98.21,11.17,0
30.75,74.25,2024,5,5,3.19,31.62,31.43,98.06,11.21,0
30.75,74.75,2024,5,5,3.32,31.53,31.5,97.88,11.08,0
30.75,75.25,2024,5,5,3.39,31.48,31.19,97.67,10.78,0
30.75,75.75,2024,5,5,3.37,31.54,30.2,97.37,10.31,0
30.75,76.25,2024,5,5,3.2,31.73,28.12,96.9,9.67,0
30.75,76.75,2024,5,5,3.06,29.97,28.52,93.73,8.55,0
30.75,77.25,2024,5,5,2.83,26.51,32.56,88.75,7.14,0
30.75,77.75,2024,5,5,2.54,22.84,36.54,83.68,5.52,0
30.75,78.25,2024,5,5,2.3,18.64,40.29,78.31,3.2,0
30.75,78.75,2024,5,5,2.3,11.78,47.22,70.5,-0.87,0
30.75,79.25,2024,5,5,2.3,6.11,55.17,64.49,-3.81,0
30.75,79.75,2024,5,5,2.36,2.22,61.66,60.11,-6.08,0
30.75,80.25,2024,5,5,2.62,0.36,63.66,57.58,-7.68,0
30.75,80.75,2024,5,5,3.05,0,61.8,56.46,-8.56,0
26.25,73.25,2024,5,6,1.98,34.24,24.51,97.59,9.87,0
26.25,73.75,2024,5,6,2.09,33.87,24.41,96.96,9.42,0
26.25,74.25,2024,5,6,2.25,33.54,23.66,96.06,8.7,0
26.25,74.75,2024,5,6,2.32,33.86,22.23,95.99,8.08,0
26.25,75.25,2024,5,6,2.2,34.37,20.93,96.36,7.67,0
26.25,75.75,2024,5,6,1.92,34.78,20.13,96.86,7.48,0
26.25,76.25,2024,5,6,1.62,34.98,19.78,97.18,7.43,0
26.25,76.75,2024,5,6,1.65,35.07,19.58,97.18,7.45,0
26.25,77.25,2024,5,6,1.78,35.19,19.38,97.25,7.52,0
26.25,77.75,2024,5,6,1.85,35.45,19.04,97.5,7.55,0
26.25,78.25,2024,5,6,1.79,35.81,18.59,97.92,7.51,0
26.25,78.75,2024,5,6,1.61,36.1,18.19,98.37,7.45,0
26.25,79.25,2024,5,6,1.38,36.31,18.06,98.57,7.54,0
26.25,79.75,2024,5,6,1.24,36.44,18.16,98.7,7.78,0
26.25,80.25,2024,5,6,1.19,36.55,18.35,98.79,8.06,0
26.25,80.75,2024,5,6,1.23,36.62,18.4,98.86,8.17,0
26.75,73.25,2024,5,6,1.59,34.57,21.69,97.19,8.62,0
26.75,73.75,2024,5,6,1.6,34.35,21.72,96.91,8.33,0
26.75,74.25,2024,5,6,1.69,34.13,21.54,96.4,8.01,0
26.75,74.75,2024,5,6,1.89,34.12,21.03,96.06,7.65,0
26.75,75.25,2024,5,6,2.05,34.3,20.49,96.05,7.4,0
26.75,75.75,2024,5,6,2.1,34.6,20.07,96.32,7.31,0
26.75,76.25,2024,5,6,2.01,34.88,19.72,96.65,7.29,0
26.75,76.75,2024,5,6,1.95,35.22,19.47,97.16,7.51,0
26.75,77.25,2024,5,6,1.94,35.58,19.05,97.66,7.64,0
26.75,77.75,2024,5,6,1.89,35.81,18.71,98.07,7.67,0
26.75,78.25,2024,5,6,1.76,35.88,18.52,98.35,7.58,0
26.75,78.75,2024,5,6,1.61,35.82,18.38,98.5,7.4,0
26.75,79.25,2024,5,6,1.43,35.98,18.08,98.58,7.29,0
26.75,79.75,2024,5,6,1.29,36.18,17.72,98.66,7.22,0
26.75,80.25,2024,5,6,1.25,36.37,17.18,98.73,7,0
26.75,80.75,2024,5,6,1.33,36.36,16.54,98.81,6.51,0
27.25,73.25,2024,5,6,1.68,34.88,21.12,97.08,8.63,0
27.25,73.75,2024,5,6,1.62,34.64,21.34,96.9,8.5,0
27.25,74.25,2024,5,6,1.66,34.43,21.52,96.6,8.37,0
27.25,74.75,2024,5,6,1.86,34.18,21.58,96.13,8.15,0
27.25,75.25,2024,5,6,2.09,34.04,21.39,95.75,7.86,0
27.25,75.75,2024,5,6,2.27,34.1,20.98,95.65,7.61,0
27.25,76.25,2024,5,6,2.33,34.44,20.5,96,7.56,0
27.25,76.75,2024,5,6,2.24,35.12,19.98,97.13,7.83,0
27.25,77.25,2024,5,6,2.15,35.43,19.51,97.82,7.87,0
27.25,77.75,2024,5,6,2.06,35.52,19.16,98.19,7.78,0
27.25,78.25,2024,5,6,1.94,35.49,18.95,98.35,7.61,0
27.25,78.75,2024,5,6,1.76,35.34,18.88,98.41,7.38,0
27.25,79.25,2024,5,6,1.57,35.4,18.5,98.5,7.11,0
27.25,79.75,2024,5,6,1.42,35.61,17.96,98.58,6.88,0
27.25,80.25,2024,5,6,1.37,35.88,17.08,98.66,6.45,0
27.25,80.75,2024,5,6,1.48,35.95,16.11,98.74,5.76,0
27.75,73.25,2024,5,6,1.92,35.18,21.21,97.41,8.99,0
27.75,73.75,2024,5,6,1.84,34.77,21.69,97.17,8.94,0
27.75,74.25,2024,5,6,1.83,34.47,22.11,96.87,8.89,0
27.75,74.75,2024,5,6,1.93,34.16,22.46,96.44,8.77,0
27.75,75.25,2024,5,6,2.08,33.9,22.49,96.02,8.52,0
27.75,75.75,2024,5,6,2.25,33.82,22.16,95.83,8.22,0
27.75,76.25,2024,5,6,2.39,34.1,21.69,96.22,8.15,0
27.75,76.75,2024,5,6,2.42,34.74,21.01,97.2,8.26,0
27.75,77.25,2024,5,6,2.35,35.12,20.23,97.85,8.11,0
27.75,77.75,2024,5,6,2.25,35.26,19.66,98.15,7.9,0
27.75,78.25,2024,5,6,2.14,35.23,19.38,98.21,7.69,0
27.75,78.75,2024,5,6,2,35.19,19.16,98.3,7.46,0
27.75,79.25,2024,5,6,1.79,35.26,18.66,98.4,7.12,0
27.75,79.75,2024,5,6,1.57,35.4,18.08,98.47,6.78,0
27.75,80.25,2024,5,6,1.52,35.53,17.37,98.54,6.34,0
27.75,80.75,2024,5,6,1.68,35.47,16.63,98.61,5.75,0
28.25,73.25,2024,5,6,2.15,35.46,20.96,97.92,9.07,0
28.25,73.75,2024,5,6,2.03,34.91,21.69,97.63,9.06,0
28.25,74.25,2024,5,6,1.98,34.53,22.41,97.35,9.14,0
28.25,74.75,2024,5,6,2,34.26,22.97,97.08,9.2,0
28.25,75.25,2024,5,6,2.1,34.09,23.16,96.86,9.11,0
28.25,75.75,2024,5,6,2.26,34.04,22.91,96.81,8.89,0
28.25,76.25,2024,5,6,2.43,34.22,22.31,97.11,8.64,0
28.25,76.75,2024,5,6,2.52,34.52,21.64,97.47,8.49,0
28.25,77.25,2024,5,6,2.51,34.86,20.79,97.81,8.29,0
28.25,77.75,2024,5,6,2.45,35.07,20.21,98,8.1,0
28.25,78.25,2024,5,6,2.36,35.11,19.89,98.05,7.93,0
28.25,78.75,2024,5,6,2.24,35.18,19.44,98.15,7.65,0
28.25,79.25,2024,5,6,2.02,35.29,18.69,98.23,7.2,0
28.25,79.75,2024,5,6,1.74,35.43,17.94,98.22,6.72,0
28.25,80.25,2024,5,6,1.68,35.37,17.4,98.16,6.26,0
28.25,80.75,2024,5,6,1.84,34.94,17.23,97.91,5.85,0
28.75,73.25,2024,5,6,2.17,35.53,20.41,98.29,8.73,0
28.75,73.75,2024,5,6,2.04,35.01,21.41,98.02,8.94,0
28.75,74.25,2024,5,6,1.98,34.66,22.38,97.84,9.21,0
28.75,74.75,2024,5,6,2.02,34.43,23,97.69,9.34,0
28.75,75.25,2024,5,6,2.16,34.3,23.18,97.59,9.28,0
28.75,75.75,2024,5,6,2.36,34.28,22.91,97.57,9.05,0
28.75,76.25,2024,5,6,2.55,34.35,22.31,97.64,8.73,0
28.75,76.75,2024,5,6,2.65,34.49,21.84,97.68,8.58,0
28.75,77.25,2024,5,6,2.66,34.69,21.27,97.75,8.45,0
28.75,77.75,2024,5,6,2.61,34.84,20.84,97.8,8.36,0
28.75,78.25,2024,5,6,2.51,34.94,20.49,97.83,8.21,0
28.75,78.75,2024,5,6,2.37,35.03,19.84,97.81,7.83,0
28.75,79.25,2024,5,6,2.12,35.03,18.84,97.43,7.15,0
28.75,79.75,2024,5,6,1.95,34.83,18.26,96.84,6.58,0
28.75,80.25,2024,5,6,1.79,33.83,18.54,95.63,5.97,0
28.75,80.75,2024,5,6,1.72,32.01,19.81,93.78,5.38,0
29.25,73.25,2024,5,6,1.72,35.5,19.94,98.42,8.36,0
29.25,73.75,2024,5,6,1.72,35.06,21.06,98.21,8.69,0
29.25,74.25,2024,5,6,1.82,34.74,22.09,98.1,8.98,0
29.25,74.75,2024,5,6,2.01,34.5,22.62,97.99,9.02,0
29.25,75.25,2024,5,6,2.24,34.35,22.78,97.88,8.92,0
29.25,75.75,2024,5,6,2.47,34.27,22.69,97.79,8.79,0
29.25,76.25,2024,5,6,2.63,34.26,22.56,97.71,8.76,0
29.25,76.75,2024,5,6,2.69,34.35,22.41,97.65,8.83,0
29.25,77.25,2024,5,6,2.68,34.45,22,97.59,8.74,0
29.25,77.75,2024,5,6,2.59,34.5,21.68,97.5,8.63,0
29.25,78.25,2024,5,6,2.42,34.35,21.44,97.15,8.4,0
29.25,78.75,2024,5,6,2.2,33.84,20.94,96.07,7.67,0
29.25,79.25,2024,5,6,2.03,32.1,21.14,93.34,6.34,0
29.25,79.75,2024,5,6,2.05,30.54,21.75,91.07,5.4,0
29.25,80.25,2024,5,6,1.95,28.41,23.59,88.57,4.69,0.01
29.25,80.75,2024,5,6,1.76,25.35,27.41,85.41,4.09,0.02
29.75,73.25,2024,5,6,1.22,35.29,20.28,98.45,8.23,0
29.75,73.75,2024,5,6,1.45,34.89,21.41,98.3,8.56,0
29.75,74.25,2024,5,6,1.76,34.55,22.33,98.16,8.74,0
29.75,74.75,2024,5,6,2.07,34.29,22.98,98.02,8.81,0
29.75,75.25,2024,5,6,2.32,34.1,23.34,97.88,8.85,0
29.75,75.75,2024,5,6,2.48,34,23.53,97.73,8.96,0
29.75,76.25,2024,5,6,2.55,33.96,23.78,97.6,9.22,0
29.75,76.75,2024,5,6,2.57,34.06,23.41,97.44,9.24,0
29.75,77.25,2024,5,6,2.48,34.01,23.05,97.18,9.05,0
29.75,77.75,2024,5,6,2.3,33.61,22.86,96.46,8.67,0
29.75,78.25,2024,5,6,2.11,32.46,23.22,94.63,7.99,0
29.75,78.75,2024,5,6,2.02,29.9,24.75,90.76,6.78,0
29.75,79.25,2024,5,6,2.06,26.25,26.82,86.13,4.76,0
